id;nom;decision;ecrite_le_26_09;qid;wikidata_libelle;naissance;mort;pays;langue;signaux;candidats_et_motifs
10764;Benoît Ladarre;introuvable;;;;;;;;;
10765;Paul Lafargue;acceptée;oui;Q317152;Paul Lafargue;1842;1911;FR;fr;biblio+metier;Q317152 {biblio+metier} | Q65147794 [naissance 1988 ≠ 1842, né 1988, publié dès 1975] | Q102304809 [mort 1921 ≠ 1911] {metier}
10766;Gustav Landauer;acceptée;oui;Q61723;Gustav Landauer;1870;1919;DE;de;biblio+metier+anarchisme;Q61723 {biblio+metier+anarchisme} | Q105654419 [naissance 1887 ≠ 1870, mort 1944 ≠ 1919] | Q20879063 [naissance 1866 ≠ 1870, mort 1944 ≠ 1919] {biblio} | Q95248499 [mort 1881 ≠ 1919] {biblio}
10767;Homer Lane;acceptée;oui;Q343438;Homer Lane;1875;1925;US;;biblio+metier;Q343438 {biblio+metier}
10768;Jacques Langlois;ambiguë;;;;;;;;;Q98804971 {biblio} | Q98804969 {biblio} | Q98804957 {biblio} | Q98804963 {biblio+metier} | Q65587662 {biblio} | Q66121511 | Q123251019 {biblio} | Q137354986
10769;E. Lanti;introuvable;;;;;;;;;
10770;Luciano Lanza;contradiction;;;;;;;;;Q113794913 [naissance 1945 ≠ 1947] {biblio+metier}
10771;François Laplantine;acceptée;oui;Q2382219;François Laplantine;1943;;FR;;biblio+metier;Q2382219 {biblio+metier}
10772;Jean-Pierre Lardin;introuvable;;;;;;;;;
10773;Companhia do Latão;introuvable;;;;;;;;;
10774;Juan Lazarte;acceptée;oui;Q130356380;Juan Lazarte;1891;1963;AR;;biblio+metier;Q130356380 {biblio+metier}
10775;Pigault Lebrun;acceptée;oui;Q3388279;Pigault-Lebrun;1753;1835;FR;fr;biblio+metier;Q3388279 {biblio+metier}
10776;Gilbert R. Ledon;acceptée;oui;Q12348263;Gilbert Ledon;1931;2003;;eo;biblio+metier;Q12348263 {biblio+metier}
10777;Dennis Lehane;acceptée;oui;Q311744;Dennis Lehane;1965;;US;en;biblio+metier;Q311744 {biblio+metier}
10778;Ascendino Leite;acceptée;oui;Q139057579;Ascendino Leite;1915;;;;biblio+metier;Q139057579 {biblio+metier}
10779;Miriam Lifchitz Moreira Leite;acceptée;oui;Q111743980;Miriam Moreira Leite;1926;2013;BR;;biblio+metier;Q111743980 {biblio+metier}
10780;Floriano de Lemos;introuvable;;;;;;;;;
10781;Alcir Lenharo;contradiction;;;;;;;;;Q133840252 [mort 1996 ≠ 1993] {metier}
10782;Vladimir Ilich Lênin;acceptée;oui;Q1394;Lénine;1870;1924;RU;ru;biblio+metier;Q1394 {biblio+metier}
10783;Deise Leopoldi;introuvable;;;;;;;;;
10784;Sheldon Leslie;introuvable;;;;;;;;;
10785;Simon Leys;acceptée;oui;Q732583;Simon Leys;1935;2014;BE;fr;biblio+metier;Q732583 {biblio+metier}
10787;Ramón Liarte;déjà liée;oui;Q11944696;Ramón Liarte Viu;1918;2004;ES;es;biblio+metier;Q11944696 {biblio+metier}
10788;Nelson Libero;introuvable;;;;;;;;;
10789;Albert Libertad;déjà liée;oui;Q603868;Albert Libertad;1875;1908;FR;fr;biblio+metier+anarchisme;Q603868 {biblio+metier+anarchisme}
10795;George Lichtheim;acceptée;oui;Q693613;George Lichtheim;1912;1973;DE;;biblio+metier;Q693613 {biblio+metier}
10796;Clara E. Lida;acceptée;oui;Q5771128;Clara Lida;1941;;AR;es;biblio+metier;Q5771128 {biblio+metier}
10797;Adolfo Lima;contradiction;;;;;;;;;Q4684246 [naissance 1990 ≠ 1883, né 1990, publié dès 1909] | Q9583502 [naissance 1874 ≠ 1883] {biblio+metier}
10799;Maria Emilia A. T. Lima;introuvable;;;;;;;;;
10800;Rogério Lima;non corroborée;;;;;;;;;Q95718171
10801;Hermínio Linhares;introuvable;;;;;;;;;
10802;Edmond Marc Lipiansky;contradiction;;;;;;;;;Q3047919 [naissance 1939 ≠ 1931] {biblio+metier}
10804;Abel Lisman;introuvable;;;;;;;;;
10805;Jesús Lizano;acceptée;oui;Q11032899;Jesús Lizano;1931;2015;ES;;biblio+metier;Q11032899 {biblio+metier}
10806;Joan Llarch;acceptée;oui;Q16943161;Joan Llarch;1920;1987;ES;es;biblio+metier;Q16943161 {biblio+metier}
10807;Elisabeth Souza Lobo;acceptée;oui;Q133585839;Elisabeth Souza Lobo;1943;1991;;;biblio+metier;Q133585839 {biblio+metier}
10808;Julio Lobos;introuvable;;;;;;;;;
10809;Michel Lobrot;contradiction;;;;;;;;;Q3310198 [mort 2019 ≠ 2006] {biblio+metier}
10810;Beatriz Pellizzetti Lolla;à relire (un seul signal);;Q139067791;Beatriz Pellizzetti Lolla;1930;;;;biblio;Q139067791 {biblio}
10811;Jack London;acceptée;oui;Q45765;Jack London;1876;1916;US;en;biblio+metier;Q45765 {biblio+metier} | Q1384076 [naissance 1905 ≠ 1876, mort 1966 ≠ 1916] {biblio} | Q6113731 [naissance 1913 ≠ 1876, mort 1963 ≠ 1916] {biblio} | Q109982296 [naissance 1949 ≠ 1876]
10812;Alberto da Costa Lopes;introuvable;;;;;;;;;
10813;Ana Beatriz Crespo Fernandes Lopes;introuvable;;;;;;;;;
10814;Marcos Antonio Lopes;non corroborée;;;;;;;;;Q58433015 {chercheur}
10815;Maria Margaret Lopes;à relire (un seul signal);;Q59150756;Maria Margaret Lopes;;;;;biblio+chercheur;Q59150756 {biblio+chercheur}
10816;Milton Lopes;non corroborée;;;;;;;;;Q10330128
10817;Alfredo López;non corroborée;;;;;;;;;Q24956290
10818;Antonio López;ambiguë;;;;;;;;;Q1257924 {biblio+metier} | Q299360 [né 1981, publié dès 1987] | Q602865 {biblio+metier} | Q189145 {biblio} | Q57422715 {biblio+chercheur} | Q63677085 | Q363872
10819;Fábio López López;introuvable;;;;;;;;;
10820;Christina Da Silva Roquette Lopreato;à relire (un seul signal);;Q139063997;Christina da Silva Roquette Lopreato;1953;;;;biblio;Q139063997 {biblio}
10822;Francisco Valdomiro Lorenz;acceptée;oui;Q55963;František Lorenz;1872;1957;CZ;cs;biblio+metier;Q55963 {biblio+metier}
10823;Anselmo Lorenzo;acceptée;oui;Q174770;Anselmo Lorenzo;1841;1914;ES;es;biblio+metier+anarchisme;Q174770 {biblio+metier+anarchisme}
10824;Albert Low;acceptée;oui;Q4710748;Albert Low;1928;2016;CA;;biblio+metier;Q4710748 {biblio+metier} | Q105557656 [naissance 1930 ≠ 1928]
10825;Juan G. de Luaces;acceptée;oui;Q93427693;Juan G. de Luaces;1906;1963;;;biblio;Q93427693 {biblio}
10827;Lya Fett Luft;acceptée;oui;Q545476;Lya Luft;1938;2021;BR;pt;biblio+metier;Q545476 {biblio+metier}
10828;Flávio Luizzetto;introuvable;;;;;;;;;
10830;Asel Luzarraga;acceptée;oui;Q3572157;Asel Luzarraga;1971;;ES;;biblio+metier;Q3572157 {biblio+metier}
10831;Joaquim Manuel de Macedo;acceptée;oui;Q727148;Joaquim Manuel de Macedo;1820;1882;BR;pt;biblio+metier;Q727148 {biblio+metier} | Q20048188 [naissance 1847 ≠ 1820, mort 1925 ≠ 1882]
10832;António de Alcântara Machado;acceptée;oui;Q4713403;Alcântara Machado;1901;1935;BR;pt;biblio+metier;Q4713403 {biblio+metier}
10833;Paulo Henrique Machado;non corroborée;;;;;;;;;Q109983070
10834;Jesús Giráldez Macía;introuvable;;;;;;;;;
10835;Juan Madri;introuvable;;;;;;;;;
10836;Eduado Maffei;introuvable;;;;;;;;;
10837;Eduardo Maffei;introuvable;;;;;;;;;
10838;Diógenes Magalhães;introuvable;;;;;;;;;
10839;Silvia Lang Magnani;introuvable;;;;;;;;;
10840;Ricardo Flores Magón;acceptée;oui;Q146948;Ricardo Flores Magón;1873;1922;MX;es;biblio+metier+anarchisme;Q146948 {biblio+metier+anarchisme}
10842;Norman Mailer;acceptée;oui;Q180962;Norman Mailer;1923;2007;US;en;biblio+metier;Q180962 {biblio+metier} | Q139409478 [naissance 1925 ≠ 1923]
10843;Jordi Maíz;acceptée;oui;Q4889143;Jorge Maíz Chacón;1977;;ES;es;biblio+metier;Q4889143 {biblio+metier}
10844;Carlos Malato;acceptée;oui;Q2959746;Charles Malato;1857;1938;FR;fr;biblio+metier+anarchisme;Q2959746 {biblio+metier+anarchisme}
10845;Laren H. de Maldonado;introuvable;;;;;;;;;
10846;Rogerio R. Malta;introuvable;;;;;;;;;
10847;Mario Alighiero Manacorda;contradiction;;;;;;;;;Q3848268 [mort 2013 ≠ 2004] {biblio+metier}
10848;Jean-Marc Mandosio;acceptée;oui;Q3167430;Jean-Marc Mandosio;1963;;FR;;biblio+metier;Q3167430 {biblio+metier}
10849;Sílvia Maria Manfredi;introuvable;;;;;;;;;
10850;Karl Mannheim;acceptée;oui;Q76823;Karl Mannheim;1893;1947;HU;hu;biblio+metier;Q76823 {biblio+metier} | Q60029688 | Q133319065 [naissance 1963 ≠ 1893, né 1963, publié dès 1972] {biblio}
10851;Maria de Lourdes Manzini-Covre;introuvable;;;;;;;;;
10852;Meli Wixan Mapu;introuvable;;;;;;;;;
10853;Alexandre Marc;acceptée;oui;Q2643756;Alexandre Marc;1904;2000;UA;ru;biblio+metier;Q2643756 {biblio+metier} | Q3090733 [naissance 1959 ≠ 1904, né 1959, publié dès 1945]
10854;João Batista Marçal;introuvable;;;;;;;;;
10855;Tito Marcondes;introuvable;;;;;;;;;
10856;Subcomandante Insurgente Marcos;acceptée;oui;Q491635;Sous-commandant Marcos;1957;;MX;;biblio+metier;Q491635 {biblio+metier}
10858;Francisco Pi y Margall;acceptée;oui;Q450271;Francisco Pi y Margall;1824;1901;ES;es;biblio+metier;Q450271 {biblio+metier}
10860;Dolors Marín;acceptée;oui;Q65684106;Dolors Marín Silvestre;1957;;ES;;biblio+metier;Q65684106 {biblio+metier}
10861;Isabelle Marinone;acceptée;oui;Q131774177;Isabelle Marinone;1975;;;;biblio+metier;Q123574237 | Q131774177 {biblio+metier}
10862;Vera Regina Beltrão Marques;introuvable;;;;;;;;;
10864;Alejandro Marti;à relire (un seul signal);;Q57234318;Alejandro Marti;1945;;;;biblio+chercheur;Q108237331 | Q57234318 {biblio+chercheur}
10866;Beltrán Roca Martínez;déjà liée;oui;Q113381038;Beltrán Roca Martínez;1979;;ES;es;biblio+metier;Q113381038 {biblio+metier}
10867;Jose Augustin Martinez;introuvable;;;;;;;;;
10868;Orlando Villanueva Martínez;introuvable;;;;;;;;;
10869;Oliveira Martins;contradiction;;;;;;;;;Q1399091 [mort 1894 ≠ 1898] {biblio+metier}
10870;Victor Martins;à relire (un seul signal);;Q9095355;Vítor Martins;1944;;BR;pt;biblio;Q28043364 [né 2001, publié dès 2003] | Q9095355 {biblio}
10871;Domenico De Masi;acceptée;oui;Q3713005;Domenico De Masi;1938;2023;IT;it;biblio+metier;Q3713005 {biblio+metier}
10872;Pier Carlo Masini;acceptée;oui;Q1276741;Pier Carlo Masini;1923;1998;IT;it;biblio+metier;Q1276741 {biblio+metier}
10873;Eduard Masjuan;acceptée;oui;Q85951203;Eduard Masjuan i Bracons;1956;;ES;es;biblio+metier;Q85951203 {biblio+metier}
10874;João da Mata;non corroborée;;;;;;;;;Q10312375 | Q10312379
10875;Andityas Soares de Costa Matos;introuvable;;;;;;;;;
10876;Marcelo Badaró Mattos;acceptée;oui;Q137106544;Marcelo Badaró Mattos;1966;;;;biblio+metier;Q137106544 {biblio+metier}
10877;Carlos Semprun Maura;acceptée;oui;Q2555120;Carlos Semprún Maura;1926;2009;ES;;biblio+metier;Q2555120 {biblio+metier}
10878;Jacques Maurice;ambiguë;;;;;;;;;Q65592586 | Q14517540 {biblio+metier} | Q37822599 {biblio+metier}
10879;Arno J. Mayer;acceptée;oui;Q688955;Arno Mayer;1926;2023;LU;;biblio+metier;Q688955 {biblio+metier}
10880;Mark Mazower;acceptée;oui;Q984165;Mark Mazower;1958;;GB;;biblio+metier;Q984165 {biblio+metier}
10881;Ulrike Meinhof;acceptée;oui;Q76543;Ulrike Meinhof;1934;1976;DE;de;biblio+metier;Q76543 {biblio+metier}
10882;Aníbal Vaz de Melo;introuvable;;;;;;;;;
10883;Ângela Mendes De Almeida;à relire (un seul signal);;Q133827817;Angela Mendes de Almeida;1938;;;;biblio;Q133827817 {biblio}
10884;Manuel da Silva Mendes;acceptée;oui;Q10324597;Manuel da Silva Mendes;1867;1931;PT;pt;biblio+metier;Q10324597 {biblio+metier} | Q133699740 [naissance 1876 ≠ 1867] {biblio}
10885;José Carlos Mendonça;introuvable;;;;;;;;;
10886;Gino Amleto Meneghetti;contradiction;;;;;;;;;Q3764669 [naissance 1878 ≠ 1882] {biblio}
10887;Djacir Menezes;acceptée;oui;Q10267663;Djacir Menezes;1907;1996;BR;pt;biblio+metier;Q10267663 {biblio+metier}
10888;Lená Medeiros de Menezes;introuvable;;;;;;;;;
10889;Sud Mennucci;acceptée;oui;Q7215716;Sud Mennucci;1892;1948;BR;pt;biblio+metier;Q7215716 {biblio+metier}
10890;Louis Mercier-Vega;acceptée;oui;Q15407203;Louis Mercier-Vega;1914;1977;BE;fr;biblio;Q15407203 {biblio}
10891;Saverio Merlino;introuvable;;;;;;;;;
10892;István Mészáros;acceptée;oui;Q128179;István Mészáros;1930;2017;HU;;biblio+metier;Q128179 {biblio+metier} | Q936520 [naissance 1899 ≠ 1930, mort 1944 ≠ 2017] | Q1213048 [mort 2007 ≠ 2017] {biblio} | Q1213046 [naissance 1980 ≠ 1930] | Q63163203 [naissance 1950 ≠ 1930] | Q109887635 | Q957882 [naissance 1969 ≠ 1930] | Q15126747 [naissance 1933 ≠ 1930, mort 1994 ≠ 2017] | Q51880830 [naissance 1959 ≠ 1930] | Q1213051 [naissance 1890 ≠ 1930, mort 1964 ≠ 2017] {biblio+metier}
10893;Ida Mett;acceptée;oui;Q274122;Ida Mett;1901;1973;BY;;biblio+metier;Q274122 {biblio+metier}
10894;Jules Michelet;acceptée;oui;Q310791;Jules Michelet;1798;1874;FR;fr;biblio+metier;Q310791 {biblio+metier}
10895;Ruth Middleton;non corroborée;;;;;;;;;Q18156643 | Q75332364 | Q76314969
10896;Maria Alice Millet;introuvable;;;;;;;;;
10897;Carlos Minc;acceptée;oui;Q2464253;Carlos Minc;1951;;BR;pt;biblio+metier;Q2464253 {biblio+metier}
10898;Helene Minkin;à relire (un seul signal);;Q59884818;Helene Minkin;1873;1954;;;biblio;Q59884818 {biblio}
10899;Jerome R. Mintz;contradiction;;;;;;;;;Q16581371 [mort 1997 ≠ 2019] {biblio+metier}
10901;José Luis Carretero Miramar;introuvable;;;;;;;;;
10902;Pontes de Miranda;introuvable;;;;;;;;;
10903;Octave Mirbeau;acceptée;oui;Q23441;Octave Mirbeau;1848;1917;FR;fr;biblio+metier;Q23441 {biblio+metier}
10904;Renato Modernell;acceptée;oui;Q10359355;Renato Modernell;1953;;BR;pt;biblio+metier;Q10359355 {biblio+metier}
10905;José Álvaro Moisés;à relire (un seul signal);;Q21290371;José Álvaro Moisés;1945;2026;;;metier;Q21290371 {metier}
10906;Carlo Molaschi;acceptée;oui;Q63302027;Carlo Molaschi;1886;1953;IT;it;biblio+metier+anarchisme;Q63302027 {biblio+metier+anarchisme}
10907;José Luís Gutiérrez Molina;acceptée;oui;Q51862284;José Luis Gutiérrez Molina;1952;;ES;es;biblio+metier;Q51862284 {biblio+metier}
10908;Gustavo de Molinari;introuvable;;;;;;;;;
10909;Fabrício Pinto Monteiro;introuvable;;;;;;;;;
10910;Federica Montseny;acceptée;oui;Q549307;Federica Montseny;1905;1994;ES;es;biblio+anarchisme;Q549307 {biblio+anarchisme}
10911;Frederica Montseny;acceptée;oui;Q549307;Federica Montseny;1905;1994;ES;es;biblio+anarchisme;Q549307 {biblio+anarchisme}
10912;Michael Moore;ambiguë;;;;;;;;;Q174908 {biblio+metier} | Q333446 [naissance 1965 ≠ 1954] | Q47468073 [naissance 1970 ≠ 1954] | Q40220120 {chercheur} | Q6832887 [naissance 1950 ≠ 1954] | Q1752903 [naissance 1945 ≠ 1954] {biblio} | Q6833205 [naissance 1963 ≠ 1954] | Q1928646 {biblio} | Q6832892 [naissance 1976 ≠ 1954] {biblio} | Q110318554
10913;João Baptista de Moraes;introuvable;;;;;;;;;
10914;Wallace Moraes;introuvable;;;;;;;;;
10917;Juan Diaz del Moral;acceptée;oui;Q5575370;Juan Díaz del Moral;1870;1948;ES;es;biblio+metier;Q5575370 {biblio+metier}
10918;Ana Paula Massadar Morel;introuvable;;;;;;;;;
10919;Edmar Morel;acceptée;oui;Q10270440;Edmar Morel;1912;;BR;pt;biblio+metier;Q10270440 {biblio+metier}
10920;Giménez Moreno;introuvable;;;;;;;;;
10921;Eduard Mörike;acceptée;oui;Q63699;Eduard Mörike;1804;1875;DE;de;biblio+metier;Q63699 {biblio+metier} | Q1289373 [naissance 1877 ≠ 1804, mort 1929 ≠ 1875] {biblio+metier}
10922;Mitsue Morissawa;introuvable;;;;;;;;;
10923;Félix García Moriyón;acceptée;oui;Q93435798;Félix García Moriyón;1950;;;;biblio+metier;Q93435798 {biblio+metier}
10924;Fabian Moro;introuvable;;;;;;;;;
10925;Félix García Moryón;introuvable;;;;;;;;;
10926;Johann Most;acceptée;oui;Q213632;Johann Most;1846;1906;DE;de;biblio+metier+anarchisme;Q213632 {biblio+metier+anarchisme}
10927;Shozo Motoyama;acceptée;oui;Q139064963;Shozo Motoyama;1940;;;;biblio+metier;Q131341277 | Q139064963 {biblio+metier}
10929;Claúdio Moura Castro;introuvable;;;;;;;;;
10930;Esmeralda Blanco Bolsonaro de Moura;acceptée;oui;Q56849510;Esmeralda Blanco Bolsonaro de Moura;;;BR;;biblio+metier;Q56849510 {biblio+metier}
10931;Helena Isabel Mueller;introuvable;;;;;;;;;
10932;Erich Mühsan;introuvable;;;;;;;;;
10933;Alfredo Gómez Muller;à relire (un seul signal);;Q132989147;Alfredo Gomez-Muller;1950;;;;biblio;Q132989147 {biblio}
10934;Julián Vadillo Muñoz;introuvable;;;;;;;;;
10935;Manuel Morales Muñoz;acceptée;oui;Q137121041;Manuel Morales Muñoz;1954;;;;biblio+metier;Q137121041 {biblio+metier}
10936;V. Muñoz;introuvable;;;;;;;;;
10937;Vladimiro Muñoz;contradiction;;;;;;;;;Q55999376 [naissance 1920 ≠ 1930, mort 2004 ≠ 2020] {biblio+metier}
10938;Adrián Murano;à relire (un seul signal);;Q139098015;Adrián Murano;1973;;;;biblio;Q139098015 {biblio}
10939;Matteu Muratori;introuvable;;;;;;;;;
10940;Alfred de Musset;acceptée;oui;Q179680;Alfred de Musset;1810;1857;FR;fr;biblio+metier;Q179680 {biblio+metier}
10942;Ignacio Vidal y Pedro Costa Musté;introuvable;;;;;;;;;
10943;Rogério H. Z. Nasciemnto;introuvable;;;;;;;;;
10944;Rogério Humberto Zeferino Nascimento;à relire (un seul signal);;Q139101726;Rogério Humberto Zeferino Nascimento;1966;;;;biblio;Q139101726 {biblio}
10945;David Nasser;contradiction;;;;;;;;;Q85653939 | Q1791543 [mort 1980 ≠ 1986] {biblio+metier}
10947;André Nataf;acceptée;oui;Q117471189;Andre Nataf;1915;1968;FR;;biblio+metier;Q131803323 | Q117471189 {biblio+metier}
10948;Francisco Javier Navarro Navarro;ambiguë;;;;;;;;;Q118712925 {metier} | Q137108551 {biblio+metier}
10949;Javier Navarro;non corroborée;;;;;;;;;Q135266852 | Q164073
10950;Sergei Nechayev;acceptée;oui;Q430883;Serge Netchaïev;1847;1882;RU;;biblio+metier;Q430883 {biblio+metier}
10951;Eric Nepomuceno;acceptée;oui;Q28145555;Eric Nepomuceno;1948;;BR;pt;biblio+metier;Q28145555 {biblio+metier}
10952;Adalberto Coutinho de Araujo Neto;introuvable;;;;;;;;;
10953;Candido de Mello Neto;introuvable;;;;;;;;;
10954;Oscar Farinha Neto;introuvable;;;;;;;;;
10955;Hermano Neves;acceptée;oui;Q94516482;Hermano Neves;1884;1929;PT;;biblio+metier;Q94516482 {biblio+metier}
10956;Lucília de Almeida Neves;introuvable;;;;;;;;;
10957;D. Nicolici;introuvable;;;;;;;;;
10958;Agustín Nieto;non corroborée;;;;;;;;;Q102355050 | Q122954000
10959;Friedrich Nietzsche;acceptée;oui;Q9358;Friedrich Nietzsche;1844;1900;DE;de;biblio+metier;Q9358 {biblio+metier} | Q28471262 [naissance 1795 ≠ 1844, mort 1833 ≠ 1900] {biblio+metier}
10960;Arnaldo Niskier;acceptée;oui;Q690448;Arnaldo Niskier;1935;;BR;pt;biblio+metier;Q690448 {biblio+metier}
10961;Francisco José Cuevas Noa;introuvable;;;;;;;;;
10962;Cristina Noble;introuvable;;;;;;;;;
10963;Marco Aurélio Nogueira;à relire (un seul signal);;Q10325306;Marco Aurélio Nogueira;1949;;;;metier;Q10325306 {metier}
10964;Max Nomad;acceptée;oui;Q1914046;Max Nomad;1881;1973;UA;de;biblio+metier+anarchisme;Q1914046 {biblio+metier+anarchisme}
10965;Sérgio Augusto Queiroz Norte;introuvable;;;;;;;;;
10966;J. Novicow;introuvable;;;;;;;;;
10967;Notes from Nowhere;introuvable;;;;;;;;;
10968;Alfredo Velasco Núñez;introuvable;;;;;;;;;
10969;Geni Núñez;à relire (un seul signal);;Q125471857;Geni Papos;;;BR;;metier;Q125471857 {metier}
10970;Howard Vicent O'Brien;introuvable;;;;;;;;;
10971;Flor O'squarr;à relire (exclue à la relecture);;Q105808686;Charles Flor O'Squarr;1830;1890;BE;;biblio+metier;Q105808686 {biblio+metier}
10973;Abdullah Öcalan;déjà liée;oui;Q191530;Abdullah Öcalan;;;TR;tr;biblio+metier;Q191530 {biblio+metier}
10974;Georges Ohsawa;acceptée;oui;Q561917;Georges Ohsawa;1893;1966;JP;;biblio+metier;Q561917 {biblio+metier}
10975;Antônio Carlos de Oliveira;à relire (un seul signal);;Q16336699;Antônio Carlos de Oliveira;1948;;BR;pt;biblio;Q16336699 {biblio} | Q109981859
10976;César de Oliveira;ambiguë;;;;;;;;;Q24701338 {biblio+metier} | Q30939636 {metier} | Q5202657 [né 1977, publié dès 1974]
10977;Jane Oliveira;introuvable;;;;;;;;;
10978;Joelson Ferreira Oliveira;introuvable;;;;;;;;;
10979;Paulo de Salles Oliveira;à relire (un seul signal);;Q112454959;Paulo de Salles Oliveira;1950;;;;biblio;Q112454959 {biblio}
10980;Roberta Pires de Oliveira;à relire (un seul signal);;Q113822596;Roberta Pires de Oliveira;;;;;biblio;Q113822596 {biblio}
10981;Pedro García Olivo;acceptée;oui;Q11940708;Pedro García Olivo;1961;;ES;es;biblio+metier;Q11940708 {biblio+metier}
10982;Maria Aparecida Munhoz De Omena;introuvable;;;;;;;;;
10983;Amedeo Bertolo Org.;introuvable;;;;;;;;;
10984;Célia Reis Camargo Org.;introuvable;;;;;;;;;
10986;José Antonio Gutiérrez D. Org.;introuvable;;;;;;;;;
10987;Luigi Galleani Org.;introuvable;;;;;;;;;
10988;Miguel Abensour Org.;introuvable;;;;;;;;;
10989;Helmut Ortner;acceptée;oui;Q23060763;Helmut Ortner;1950;;DE;;biblio+metier;Q40329837 | Q23060763 {biblio+metier}
10990;Hernando Calvo Ospina;acceptée;oui;Q425825;Hernando Calvo Ospina;1961;;CO;es;biblio+metier;Q425825 {biblio+metier}
10991;Geraldina P. Witter e Outros;introuvable;;;;;;;;;
10992;Iaacov Oved;introuvable;;;;;;;;;
10993;Pierre Van Paassen;acceptée;oui;Q12410568;Pierre van Paassen;1895;1968;NL;nl;biblio+metier;Q12410568 {biblio+metier}
10994;Antônio Luiz Paixão;introuvable;;;;;;;;;
10995;Leopoldo Palacios;introuvable;;;;;;;;;
10996;G. Palante;introuvable;;;;;;;;;
10997;Georges Palante;acceptée;oui;Q603485;Georges Palante;1862;1925;FR;fr;biblio+metier;Q603485 {biblio+metier}
10998;Aércio Palheta;introuvable;;;;;;;;;
10999;Marco Pandin;introuvable;;;;;;;;;
11000;Javier Paniagua;acceptée;oui;Q3163161;Javier Paniagua;1946;;ES;es;biblio+metier;Q3163161 {biblio+metier}
11001;Anton Pannekoek;déjà liée;oui;Q347930;Anton Pannekoek;1873;1960;;nl;biblio+metier;Q347930 {biblio+metier}
11002;Julio R. Parcos;introuvable;;;;;;;;;
11003;Bárbara Parham;introuvable;;;;;;;;;
11004;Robert Paris;ambiguë;;;;;;;;;Q7348273 [né 1978, publié dès 1974] | Q7348275 | Q42953468 {biblio+metier} | Q98251912
11005;Lucy Parsons;acceptée;oui;Q3090218;Lucy Parsons;1851;1942;US;;biblio+metier+anarchisme;Q3090218 {biblio+metier+anarchisme} | Q138935983 | Q107339468 [mort 1793 ≠ 1942]
11006;Silvina Pascucci;introuvable;;;;;;;;;
11007;Masimo Passamani;introuvable;;;;;;;;;
11008;Louis Patsouras;acceptée;oui;Q110936958;Louis Patsouras;;;;en;biblio+metier;Q110936958 {biblio+metier}
11009;Zuleide de Paula;introuvable;;;;;;;;;
11010;Maria Célia Rua de Almeida Paulillo;introuvable;;;;;;;;;
11011;Ouvidoria do Estado de São Paulo;introuvable;;;;;;;;;
11012;Luis Pazos;ambiguë;;;;;;;;;Q6700980 {biblio+metier} | Q5984153 {biblio+metier} | Q133323017 {biblio}
11013;Pere Peinard;introuvable;;;;;;;;;
11014;Nize Maria Campos Pellanda;introuvable;;;;;;;;;
11015;Dr Madeleine Pelletier;introuvable;;;;;;;;;
11016;Philippe Pelletier;acceptée;oui;Q3380513;Philippe Pelletier;1956;;FR;fr;biblio+metier+anarchisme;Q3380513 {biblio+metier+anarchisme} | Q65595568 [naissance 1958 ≠ 1956] | Q137693714
11017;Maria Valéria Junho Pena;introuvable;;;;;;;;;
11018;Jacob Penteado;introuvable;;;;;;;;;
11019;Manoel Perdigão Saavedra;introuvable;;;;;;;;;
11020;Dionísio Pereira;acceptée;oui;Q12387111;Dionisio Pereira;1953;;ES;es;biblio+metier;Q95980725 | Q12387111 {biblio+metier}
11021;Luiz Pereira;non corroborée;;;;;;;;;Q23893615 | Q64846747
11022;Benjamín Péret;acceptée;oui;Q284769;Benjamin Péret;1899;1959;FR;fr;biblio+metier;Q284769 {biblio+metier} | Q56943631 [naissance 1980 ≠ 1899] {biblio+chercheur}
11023;Manuel Pérez;ambiguë;;;;;;;;;Q962854 {biblio} | Q16105181 {biblio+metier} | Q1891675 | Q888747 | Q6752808 | Q110226636 {biblio} | Q3299323 {biblio}
11024;Nilmara Cristina Perissini;introuvable;;;;;;;;;
11025;Nestor Perlongher;acceptée;oui;Q7071482;Néstor Perlongher;1949;1992;AR;es;biblio+metier;Q7071482 {biblio+metier}
11026;Michel Perraudeau;à relire (un seul signal);;Q131565246;Michel Perraudeau;1949;;FR;;biblio;Q131565246 {biblio}
11027;Michelle Perrot;acceptée;oui;Q3311452;Michelle Perrot;1928;;FR;fr;biblio+metier;Q3311452 {biblio+metier}
11028;Sílvia Regina Ferraz Petersen;acceptée;oui;Q23893515;Sílvia Regina Ferraz Petersen;1940;;BR;pt;biblio+metier;Q23893515 {biblio+metier}
11029;Silvia Regina Ferraz Peterson;introuvable;;;;;;;;;
11030;Jean-Christian Petitfils;acceptée;oui;Q3164719;Jean-Christian Petitfils;1944;;FR;fr;biblio+metier;Q3164719 {biblio+metier}
11031;Aymará Petrabissi;introuvable;;;;;;;;;
11032;S. M. Petritchenko;introuvable;;;;;;;;;
11033;Yves Peyraut;acceptée;oui;Q3573893;Yves Peyraut;1934;2002;FR;fr;biblio+metier;Q3573893 {biblio+metier}
11034;Óscar Peyrou;introuvable;;;;;;;;;
11035;Duka e Marco Philopat;introuvable;;;;;;;;;
11037;Marco Philopat;acceptée;oui;Q3846361;Marco Philopat;1962;;IT;it;biblio+metier;Q3846361 {biblio+metier}
